link,published,title,detailed
https://www.faz.net/aktuell/wirtschaft/unternehmen/milliarden-fuer-klimaschutz-wie-oeko-ist-die-bahn-16116685.html,"Wed, 03 Apr 2019 16:02:00 +0200",Milliarden für Klimaschutz: Wie öko ist die Bahn?,"Ein ICE der Deutschen Bahn fährt über eine Bahntrasse bei Immensen in der Region Hannover.Umweltfreundlicher, schneller und leiser: Die Bahn hat sich viel vorgenommen. Mehr Verkehr auf die Schiene, fordern auch Umweltschützer. Doch das könnte richtig teuer werden."
https://www.faz.net/aktuell/wirtschaft/malaysia-verkauft-beschlagnahmte-yacht-fuer-126-millionen-dollar-16122676.html,"Wed, 03 Apr 2019 16:28:53 +0200",Malaysia verkauft beschlagnahmte Yacht für 126 Millionen Dollar,Die Jacht von Jho Low wurde für 126 Millionen Dollar verkauft.In Malaysia soll eine Bande um den Investor Jho Low den staatlichen Pensionsfonds geplündert haben. Nun wurde die Luxusyacht des Flüchtigen für 126 Millionen Dollar versteigert. Insgesamt geht es aber um viel mehr Geld.
https://www.faz.net/aktuell/wirtschaft/298-millionen-uebernachtungen-die-hotels-ziehen-die-preise-an-16122567.html,"Wed, 03 Apr 2019 15:45:22 +0200",298 Millionen Übernachtungen: Die Hotels ziehen die Preise an,Hotelübernachtungen werden teurer.Die Hotelpreise sind in Deutschland im vergangenen Jahr stärker gestiegen als die Inflation. Auch die Nachfrage nimmt zu. Anderswo in Europa ist es aber noch teurer.
https://www.faz.net/aktuell/wirtschaft/unternehmen/737-max-piloten-handelten-angeblich-nach-boeing-handbuch-16122137.html,"Wed, 03 Apr 2019 12:43:44 +0200",Piloten handelten bei 737-Max-Absturz angeblich nach Boeing-Handbuch,"Eine Boeing 737 Max bei einem Testflug in den Vereinigten StaatenDer Zwischenbericht zum Absturz in Äthiopien wird bald veröffentlicht. Jetzt sorgt ein Zeitungsbericht für Aufsehen. Demnach handelten die Piloten, wie für den Notfall vorgegeben. Ein wichtiger Unterschied zum ersten Absturz."
https://www.faz.net/aktuell/wirtschaft/unternehmen/sandberg-produziert-e-baesse-fuer-beruehmte-rockbands-16101478.html,"Wed, 03 Apr 2019 11:41:48 +0200",Sandberg produziert E-Bassgitarren für Tina Turner und Rammstein,Bei Sandberg stecken Paradiesvögel bis zum Hals in Arbeit.E-Bassgitarren in Form eines Kuhschädels oder aus durchsichtigem Acryl: Sandberg baut auch ungewöhnliche Instrumente. Manche davon werden zerkratzt.
https://www.faz.net/aktuell/wirtschaft/f-a-z-exklusiv-deutsche-metallindustrie-faellt-international-zurueck-16121069.html,"Wed, 03 Apr 2019 09:34:33 +0200",F.A.Z. Exklusiv: Deutsche Metallindustrie fällt international zurück,"Im Jahr 2014 erreichten deutsche Elektro- und Metallexporte noch Rekordwerte.Um die deutsche Metallindustrie steht es nicht gut: Im Standortvergleich erweitern wichtige Konkurrenzländer auf vielen Feldern ihren Vorsprung, besagt eine neue Studie."
https://www.faz.net/aktuell/wirtschaft/haseloff-haelt-eu-foerdermittel-fuer-ostdeutschland-fuer-gefaehrdet-16121952.html,"Wed, 03 Apr 2019 08:24:40 +0200",Haseloff hält EU-Fördermittel für Ostdeutschland für gefährdet,"Ob die Krämerbrücke in Erfurt ohne die EU-Fördermittel heute so schön wäre?Der Brexit gefährdet die EU-Fördermittel für die ostdeutschen Bundesländer, meint der Ministerpräsident Sachsen-Anhalts. Seine Ost-Kollegen halten die ostdeutschen Bundesländer immer noch für benachteiligt."
https://www.faz.net/aktuell/wirtschaft/diginomics/videospiele-als-wirtschaftsfaktor-nicht-nur-bei-jungen-beliebt-16121081.html,"Wed, 03 Apr 2019 15:16:06 +0200","Videospiele als Wirtschaftsfaktor: Deutschland, einig Zockerland",Teaserbild GamingVideospiele sind inzwischen ein ernstzunehmender Wirtschaftsfaktor – auch in Deutschland. Denn: Nicht nur die Jungen spielen. Das meistverkaufte Videospiel aller Zeiten ist gerade unter Älteren sehr beliebt.
https://www.faz.net/aktuell/wirtschaft/australien-will-steuerzahler-um-fast-200-milliarden-euro-entlasten-16121960.html,"Wed, 03 Apr 2019 08:01:09 +0200",Australien will Steuerzahler um fast 200 Milliarden Euro entlasten,"Schatzkanzler Josh Frydenberg (r) und Premierminister Scott Morrison wollen die Steuern senken.Die australische Regierung plant riesige Steuersenkungen. 2000 Dollar im Jahr könnten Familien so sparen, erklärt der Schatzkanzler. Die Regierung steckt im Wahlkampf."
