link,published,title,detailed
https://www.sueddeutsche.de/muenchen/starnberg/feldafing-fernmeldeschule-kaserne-1.4403920,"Wed, 10 Apr 2019 07:06:55 GMT",Feldafing: Kasernenareal soll Ortsteil für 600 Neubürger werden,Ersten Überlegungen zufolge sollen auf dem Gelände der Fernmeldeschule in den kommenden 15  Jahren  Forschungseinrichtungen und Wohnungen entstehen - und eine spektakuläre Brücke.
https://www.sueddeutsche.de/politik/amnesty-bericht-zahl-der-todesstrafen-geht-weltweit-zurueck-1.4403993,"Wed, 10 Apr 2019 06:38:09 GMT",Amnesty-Bericht: Zahl der Todesstrafen geht weltweit zurück,Amnesty zufolge gab es 2018 so wenige dokumentierte Hinrichtungen wie seit zehn Jahren nicht. Vier Länder sind für den Großteil der Exekutionen verantwortlich.
https://www.sueddeutsche.de/sport/dirk-nowitzki-nba-mavericks-karriereende-1.4403987,"Wed, 10 Apr 2019 06:11:39 GMT",Dirk Nowitzki: Der einzigartige Typ sagt goodbye,"Dirk Nowitzki verkündet nach 21 Jahren in der NBA tatsächlich sein Karriereende. Die Fans der Dallas Mavericks feiern ihn und rufen ""Thank you, Dirk!"". Ihm kommen die Tränen."
https://www.sueddeutsche.de/panorama/razzien-cottbus-hooligans-netzwerk-1.4403986,"Wed, 10 Apr 2019 05:55:21 GMT",Rechtsextremismus: Razzien gegen Cottbusser Hooligan-Netzwerk,In Brandenburg und drei angrenzenden Bundesländern hat die Polizei 30 Objekte durchsucht. Gewaltbereite Rechtsextreme sollen im Raum Cottbus eine kriminelle Vereinigung gegründet haben.
https://www.sueddeutsche.de/muenchen/starnberg/starnberg-seebad-nackte-sauna-1.4403704,"Wed, 10 Apr 2019 05:41:24 GMT",Seebad in Starnberg: Geteilte Ansichten auf nackte Tatsachen,"Besucher sind überrascht, dass die Terrasse des Restaurants ""Strandhouse"" Blicke in die Sauna erlaubt. Der Pächter spricht sich jedoch gegen einen Sichtschutz aus."
https://www.sueddeutsche.de/kultur/bauhaus-schorsch-kamerun-1.4396826,"Wed, 10 Apr 2019 05:36:38 GMT","Interview am Morgen: Schorsch Kamerun: ""Hier wurde schon auch gebattlet, wer gerade das coolste Zeug hervorbringt""","Schluss mit dem Jubel-Konsens im Bauhaus-Jahr! Schorsch Kamerun trägt die Kunstschule in einem Theaterstück zu Grabe - und erklärt, warum die radikalste Kunst gern bei RTL 2 landet."
https://www.sueddeutsche.de/politik/israel-wahl-netanjahu-gantz-1.4403967,"Wed, 10 Apr 2019 05:30:33 GMT",Wahl in Israel: Netanjahu steht vor fünfter Amtszeit,"Ob er oder die Partei seines Herausforderers Gantz vorne liegen, ist noch unklar. Aber der rechte Block um Netanjahus Likud hat eine Mehrheit, um eine Regierung zu bilden."
https://www.sueddeutsche.de/sport/nowitzki-dallas-mavericks-karriereende-1.4403975,"Wed, 10 Apr 2019 04:24:45 GMT",Basketball: Dirk Nowitzki beendet Karriere,"Es war sein letztes Heimspiel, sagt der Basketballer am Ende der Partie der Mavericks gegen die Phoenix Suns. Dallas-Fans und Teamkollegen bereiten ihm eine große Abschiedsparty."
https://www.sueddeutsche.de/wirtschaft/discounter-swetofor-aldi-russland-mere-1.4400969,"Wed, 10 Apr 2019 03:00:08 GMT",Einzelhandel: So shoppt es sich im russischen Billig-Supermarkt,Kürzlich eröffneten die Betreiber der Discounterkette Swetofor ihren ersten Laden in Leipzig - und fordern nun Aldi heraus. Unsere Autorin war zu Besuch im Original in Sibirien.
https://www.sueddeutsche.de/sport/liverpool-champions-manchester-tottenham-1.4403955,"Tue, 09 Apr 2019 21:29:06 GMT",Viertelfinale der Champions League: Klopps gewaltiger Schritt Richtung Halbfinale,Der FC Liverpool gewinnt das Hinspiel im Viertelfinale der Champions League dank zwei präziser Angriffe 2:0 gegen den FC Porto - Guardiola erlebt einen späten Schock in London. 
https://www.sueddeutsche.de/sport/champions-league-manchester-liverpool-1.4403961,"Tue, 09 Apr 2019 20:56:30 GMT","Champions League: Später Schock für City, frühes Glück für Liverpool",Ein vergebener Elfer tut Guardiolas Team beim 0:1 in Tottenham richtig weh - die Spurs wehren sich nach Harry Kanes Ausfall und gewinnen. Auch Jürgen Klopp jubelt. 
https://www.sueddeutsche.de/sport/bundesliga-rose-wechsel-nach-gladbach-offenbar-beschlossen-1.4403940,"Tue, 09 Apr 2019 20:30:32 GMT",Bundesliga: Rose-Wechsel nach Gladbach offenbar beschlossen,Der Trainer von RB Salzburg soll in Kürze bei der Borussia unterschreiben. Zwei Torwartpatzer frustrieren Deutschlands Fußballfrauen. Alba Berlin verliert Europapokal-Finale. 
https://www.sueddeutsche.de/digital/eu-propaganda-christchurch-terror-loeschen-1.4403885,"Tue, 09 Apr 2019 20:04:18 GMT",Kampf gegen Terror-Propaganda: Löschbefehl aus Brüssel,"Die EU-Kommission will, dass soziale Netzwerke Terror-Propaganda schnell entfernen, und argumentiert mit dem brutalen Video von Christchurch. Das Parlament sieht sich unter Druck gesetzt."
https://www.sueddeutsche.de/muenchen/ebersberg/grafing-paradies-wiese-1.4403264,"Tue, 09 Apr 2019 19:48:15 GMT",Grafing: Paradies Wiese,
https://www.sueddeutsche.de/muenchen/ebersberg/vaterstetten-tanzende-pinsel-1.4403269,"Tue, 09 Apr 2019 19:48:13 GMT",Vaterstetten: Tanzende Pinsel,
