link,published,title,detailed
https://www.sueddeutsche.de/wissen/schwarzes-loch-bild-1.4404130,"Wed, 10 Apr 2019 13:07:31 GMT",Astronomie: Forscher fotografieren erstmals Schwarzes Loch,Astronomen präsentieren das erste Bild eines Schwarzen Loches. Die Aufnahme ist ein historischer Erfolg - sie erlaubt einen Blick in Abgründe der Gravitation.
https://www.sueddeutsche.de/panorama/pfandbetrug-urteil-kriminalitaet-1.4403519,"Wed, 10 Apr 2019 12:27:32 GMT",Pfandbetrug: Wie aus 25 Cent Millionen Euro werden,"Manipulierte Automaten, gefälschte Etikette und ein Schaden in Millionenhöhe: Das deutsche Einwegpfand setzt viel kriminelle Energie frei. "
https://www.sueddeutsche.de/wirtschaft/wohnungsgesellschaft-enteignung-wohnungsnot-1.4402501,"Wed, 10 Apr 2019 12:13:32 GMT",Wohnraum: Enteignungen sind teurer Unfug,"Wer Wohnungsgesellschaften enteignet, der verpfändet die Zukunft der Städte. Die Wohnungsnot lässt sich nicht gegen, sondern nur zusammen mit privaten Investoren lösen."
https://www.sueddeutsche.de/politik/bundeswehr-marineflieger-p-c-orion-1.4404301,"Wed, 10 Apr 2019 12:11:20 GMT",Bundeswehr-Flugzeuge: Der nächste Problemfall,"Nicht nur die ""Gorch Fock"" kostet Unsummen, auch die Kosten für die Marineflieger vom Typ ""P-3C Orion"" laufen aus dem Ruder, klagt der Bundesrechnungshof. "
https://www.sueddeutsche.de/muenchen/starnberg/poecking-ukraine-familie-identitaet-1.4403683,"Wed, 10 Apr 2019 12:06:01 GMT",Pöcking: Ukrainische Familie muss in drei Monaten ausreisen,Nach 13 Jahren mit falscher Identität hat das Paar reinen Tisch gemacht. Die Ausländerbehörde verlängert die Duldung aber nur um drei Monate.
https://www.sueddeutsche.de/muenchen/wolfratshausen/von-gelting-bis-penzberg-acht-tage-kultur-1.4404261,"Wed, 10 Apr 2019 11:59:09 GMT",Von Gelting bis Penzberg: Acht Tage Kultur,Drinnen oder draußen? Kunst oder Konzert? Die Kulturtipps der SZ-Redaktion für die kommende Woche
https://www.sueddeutsche.de/medien/game-of-thrones-sendetermine-1.4403810,"Wed, 10 Apr 2019 11:54:11 GMT","Kult-Fernsehserie: ""Game of Thrones"": Wo und wann die achte Staffel zu sehen ist",Am 14. April läuft die letzte Staffel der Fantasyserie auf dem US-Sender HBO an. Aber welcher Sender streamt das Finale in Deutschland? Ein Überblick.
https://www.sueddeutsche.de/politik/eu-zukunft-werkstatt-demokratie-1.4393426,"Wed, 10 Apr 2019 11:45:41 GMT",Werkstatt Demokratie: Visionen für Europas Zukunft,"Europa und die Europäische Union sind Dauerbaustellen. Wie ihre Zukunft aussehen soll, darüber gibt es sehr unterschiedliche Vorstellungen. Wir stellen die wichtigsten Ideen vor."
https://www.sueddeutsche.de/politik/geschichte-segelschiffe-us-navi-1.4301006,"Wed, 10 Apr 2019 11:41:28 GMT",Geschichte der Segelschiffe: Zeitenwende im James River,"Prächtige Segelschiffe beherrschten über Jahrhunderte die Weltmeere - bis 1862 einer der ersten Stahldampfer auftauchte. Rückblick auf ein Zeitalter, das mit einem unfairen Gefecht abrupt endete."
https://www.sueddeutsche.de/sport/borussia-moenchengladbach-marco-rose-trainer-1.4404567,"Wed, 10 Apr 2019 11:09:51 GMT",Bundesliga: Marco Rose wird neuer Trainer in Gladbach,Die Borussia hat sich im Werben um den Salzburger Coach durchgesetzt. Rose war auch in Wolfsburg und bei Schalke im Gespräch.
https://www.sueddeutsche.de/politik/bundestag-regierungsbefragung-merkel-1.4404100,"Wed, 10 Apr 2019 10:59:12 GMT","Regierungsbefragung im Bundestag: ""Enteignung ist der glatt falsche Weg""","Zum dritten Mal muss sich Kanzlerin Angela Merkel den Fragen der Abgeordneten stellen. Zu den wichtigsten Themen gehören Brexit, Klimapolitik, EU-Urheberrechtsreform und die hohen Mieten."
https://www.sueddeutsche.de/sport/bundesliga-medien-arp-kommt-schon-im-sommer-zum-fc-bayern-1.4404543,"Wed, 10 Apr 2019 10:56:21 GMT",Bundesliga: Medien: Arp kommt schon im Sommer zum FC Bayern,Der Stürmer des Hamburger SV spielt derzeit recht erfolglos in der zweiten Liga. Dem AC Mailand droht eine harte Strafe durch die Uefa.
https://www.sueddeutsche.de/medien/shahak-shapira-shapira-shapira-comedy-1.4404329,"Wed, 10 Apr 2019 10:55:48 GMT","Comedy - ""Shapira Shapira"": Nicht lustig",Shahak Shapiras neue Sendung ist ein mit- und wehleidiges Hangeln von Gag zu Gag. Bis es um psychische Probleme geht - und ihm ein persönlicher Coup gelingt.
https://www.sueddeutsche.de/sport/nowitzki-basketball-nba-sport-1.4404022,"Wed, 10 Apr 2019 10:36:18 GMT",Leserdiskussion: Wer ist Ihr größter Held im Sport?,Basketmallspieler Nowitzki hat nach 21 Jahren sein Karriereende in der NBA verkündet. Besonders nach seinem Wechsel in die USA wurde der Würzburger für viele eine Legende.
https://www.sueddeutsche.de/politik/netanjahu-israel-kommentar-1.4404240,"Wed, 10 Apr 2019 10:27:08 GMT",Israel: Netanjahus Sieg hat einen hohen Preis,"Der Premierminister bleibt wohl im Amt. Dafür hat er Israel gespalten, radikalisiert und international isoliert. Doch der politische Trend arbeitet nun gegen ihn."
