link,published,title,detailed
https://www.sueddeutsche.de/wissen/alpen-gletscher-klimawandel-studie-forschung-1.4403136,"Tue, 09 Apr 2019 13:33:22 GMT",Klimawandel: Alpengletscher könnten bis zum Jahr 2100 weitgehend eisfrei sein,Die heimischen Gletscher könnten in den nächsten Jahrzehnten nahezu vollkommen verschwinden. Das ergeben einer neuen Studie zufolge sogar die optimistischen Prognosen.
https://www.sueddeutsche.de/politik/wahl-israel-netanjahu-kameras-1.4402948,"Tue, 09 Apr 2019 13:32:39 GMT",Wahl in Israel: Netanjahus Partei schickt Mitglieder mit Kameras in die Wahllokale,Der rechtsnationale Likud stattet mehr als 1200 Menschen mit Kameras aus. Sie rechtfertigt das mit Bedenken wegen Betrugs. Der Ministerpräsident verteidigt das Vorgehen.
https://www.sueddeutsche.de/politik/brexit-gipfel-may-barnier-leadsom-1.4402776,"Tue, 09 Apr 2019 13:26:48 GMT",Brexit: May sucht Unterstützer für Fristverlängerung,Die britische Premierministerin wirbt am Tag vor dem EU-Sondergipfel erst bei der Kanzlerin und dann beim französischen Präsidenten für einen Brexit-Aufschub. 
https://www.sueddeutsche.de/wirtschaft/iwf-weltwirtschaft-wachstum-krise-1.4402794,"Tue, 09 Apr 2019 13:00:40 GMT",Konjunkturbericht: IWF trifft drastische Prognose für die Weltwirtschaft,"Zum dritten Mal korrigiert der Internationale Währungsfonds seine Vorhersagen nach unten und spricht von einem ""heiklen Moment"". Besonders hart könnte es für Deutschland werden."
https://www.sueddeutsche.de/kultur/siri-hustvedt-damals-eine-frau-schaut-auf-maenner-die-auf-frauen-schauen-rezension-1.4399529,"Tue, 09 Apr 2019 12:52:47 GMT",Bücher von Siri Hustvedt: Wie sehr ist unser Körper an das eigene Ich gebunden?,Das fragt die Schriftstellerin Siri Hustvedt in zwei neuen Büchern - und sucht dabei tief in sich selbst.
https://www.sueddeutsche.de/sport/draisaitl-eishockey-nhl-1.4401122,"Tue, 09 Apr 2019 12:50:51 GMT",NHL: Draisaitl gehört nun zum höchsten Eishockey-Adel,Das gab's noch nie: Nationalstürmer Leon Draisaitl schießt in der NHL so viele Tore wie kein Deutscher vor ihm - trotzdem ärgert sich sein Klub vor den Playoffs.
https://www.sueddeutsche.de/gesundheit/feinstaub-stickoxid-lungenaerzte-1.4402476,"Tue, 09 Apr 2019 12:50:28 GMT",Leserdiskussion: Was muss sich beim Thema Abgase ändern?,Die Wissenschaftsakademie Leopoldina stellt in einer Stellungnahme zum Abgasstreit klar: Die existierenden Grenzwerte sind nicht zu streng. Die Werte beim Feinstaub sollten sogar verschärft werden. 
https://www.sueddeutsche.de/gesundheit/diesel-fahrverbote-stickoxid-feinstaub-1.4402557,"Tue, 09 Apr 2019 12:37:00 GMT",Feinstaub und Stickoxide: Die Tatenlosigkeit der Politik ist das Problem,"Die Stellungnahme der angesehenen Wissenschaftsakademie Leopoldina im Abgasstreit ist ein klarer Auftrag an die Regierung. Sie soll Politik für jene machen, die unter den Folgen des Verkehrs leiden."
https://www.sueddeutsche.de/politik/leserdiskussion-wie-blicken-sie-auf-die-wahl-in-israel-1.4403040,"Tue, 09 Apr 2019 12:15:10 GMT",Leserdiskussion: Wie blicken Sie auf die Wahl in Israel?,"13 Jahre lang bestimmte Premierminister Benjamin Netanjahu Israels Geschicke. Mit Benny Gantz ist er nun mit einem Herausforderer konfrontiert, der in Umfragen vorne liegt. Allerdings werden Netanjahu bessere Chancen zugebilligt, eine Koalition zu bilden."
https://www.sueddeutsche.de/wirtschaft/n-kundenservice-erreichbarkeit-probleme-1.4402800,"Tue, 09 Apr 2019 12:13:42 GMT",Schlechter Kundenservice: Deutliche Warnung für die Smartphone-Bank N26,"Erst wütende Kunden, jetzt auch noch Druck von der Finanzaufsicht: Das Vorzeige-Start-up muss dringend besser werden, sonst droht noch mehr Ärger."
https://www.sueddeutsche.de/kultur/werkstatt-demokratie-heimat-europa-well-christoph-michael-1.4399307,"Tue, 09 Apr 2019 12:12:04 GMT","Werkstatt Demokratie: ""Wer Fremde ausschließt, hat kein souveränes Verhältnis zur Heimat""","In ihrer Musik leben die Well-Brüder Christoph und Michael bairische Mundart, Brauchtum und Tradition. Ein Gespräch über Souveränität, Baumärkte und was Beerdigungen mit Heimat zu tun haben.

"
https://www.sueddeutsche.de/sport/hannover-heldt-trennung-1.4402820,"Tue, 09 Apr 2019 11:56:31 GMT","Entlassung von Horst Heldt: ""Hannover 96 benötigt einen Neuanfang""","Der abstiegsbedrohte Klub reagiert: Hannover wirft Manager Heldt raus - Vereinsboss Kind hält ihm vor, die Mannschaft schlecht zusammengestellt zu haben. "
https://www.sueddeutsche.de/politik/tuerkei-istanbul-wahl-1.4402944,"Tue, 09 Apr 2019 11:48:05 GMT",Bürgermeisterwahl: AKP will Wahlwiederholung in Istanbul,"Die Regierungspartei hatte zunächst eine vollständige Neuauszählung der Stimmen gefordert, was die Wahlbehörde ablehnte. Erdoğans Partei will nicht aufgeben. "
