link,published,title,detailed
https://www.sueddeutsche.de/medien/inszenierte-events-misstraue-dem-jubel-1.4402764,"Wed, 10 Apr 2019 10:02:10 GMT",Inszenierte Events: Misstraue dem Jubel,"Nach dem Fall Relotius wurden Vorwürfe laut, Reporter würden die Protagonisten ihrer Geschichten casten. Wie wahrhaftig kann Journalismus sein, wenn die Wirklichkeit schon inszeniert ist?"
https://www.sueddeutsche.de/politik/brexit-barnier-may-eu-1.4403019,"Wed, 10 Apr 2019 09:52:54 GMT","Brexit: ""Die EU wird sich niemals für einen No Deal entscheiden""","Vor dem EU-Sondergipfel sendet Chefunterhändler Barnier eine klare Botschaft an London. Doch so einfach, wie er tut, ist es nicht. "
https://www.sueddeutsche.de/muenchen/landkreismuenchen/taufkirchen-auto-geht-in-flammen-auf-1.4404251,"Wed, 10 Apr 2019 09:30:54 GMT",Taufkirchen: Auto geht in Flammen auf,26-Jähriger aus München muss Überholvorgang auf der A 995 abbrechen.
https://www.sueddeutsche.de/bayern/wuerzburg-kinderporno-kita-1.4404070,"Wed, 10 Apr 2019 09:11:08 GMT",Würzburg: Mehrere Jungen aus Kita von Kinderporno-Fall betroffen,"Ein Logopäde aus Würzburg steht im Verdacht, im großen Stil Kinderpornos mit kleinen Jungen angefertigt zu haben. Nun konnten erste Opfer identifiziert werden."
https://www.sueddeutsche.de/wissen/kriegsmunition-neue-waffen-gegen-alte-bomben-1.4400840,"Wed, 10 Apr 2019 09:02:31 GMT",Kriegsmunition: Neue Waffen gegen alte Bomben,"1,6 Millionen Tonnen Kriegsschrott liegen in den deutschen Meeren und gefährden Fische ebenso wie Bauprojekte. Ingenieure arbeiten an neuen Methoden, die Munition zu räumen."
https://www.sueddeutsche.de/sport/fc-st-pauli-entlassung-trainer-kauczinski-1.4404058,"Wed, 10 Apr 2019 08:53:55 GMT",2. Bundesliga: FC St. Pauli entlässt Trainer Kauczinski,Nach sportlich schwierigen Wochen verpflichtet der Zweitligist Jos Luhukay als neuen Coach. Auch Sportchef Uwe Stöver muss gehen.
https://www.sueddeutsche.de/politik/israel-rechts-netanjahu-wahl-1.4403977,"Wed, 10 Apr 2019 08:33:16 GMT",Parlamentswahl: Israel rückt noch weiter nach rechts,"Netanjahu hat die Spaltung der israelischen Gesellschaft und die Erosion von Institutionen zu verantworten. Die Koalitionspartner, mit denen er sich nun zusammentut, werden ihn an seine Wahlversprechen erinnern. "
https://www.sueddeutsche.de/wissen/klimawandel-alpen-gletscher-1.4403136,"Wed, 10 Apr 2019 08:31:09 GMT",Klimawandel: Alpengletscher könnten bis zum Jahr 2100 verschwinden,Die heimischen Gletscher könnten in den kommenden Jahrzehnten komplett abschmelzen. Das ergeben einer neuen Studie zufolge sogar die optimistischen Prognosen.
https://www.sueddeutsche.de/wirtschaft/hartz-iv-sanktionen-1.4403989,"Wed, 10 Apr 2019 08:28:44 GMT",Arbeitslosigkeit: Weniger Sanktionen gegen Hartz-IV-Empfänger,"Die Regierungskoalition streitet über die Strafen für Arbeitslose. Aktuelle Zahlen zeigen: Pro Monat waren im vergangenen Jahr etwa drei Prozent der Leistungsempfänger davon betroffen, insgesamt 440 000 Menschen. "
https://www.sueddeutsche.de/muenchen/starnberg/feldafing-wohnungen-fernmeldeschule-kaserne-1.4403920,"Wed, 10 Apr 2019 08:16:43 GMT",Kaserne: Feldafing will hunderte Wohnungen bauen und um 600 Bürger wachsen,Einzigartig in der Region: Auf dem Gelände der Fernmeldeschule soll nach dem Abzug der Bundeswehr ein neuer Ortsteil entstehen - samt einer spektakulären Brücke. 
https://www.sueddeutsche.de/politik/polizei-razzien-islamismus-1.4404004,"Wed, 10 Apr 2019 08:01:17 GMT",Extremismus: Razzien gegen islamistisches Netzwerk in neun Bundesländern,"Hinter dem Netzwerk stehen dem Bundesinnenministerium zufolge zwei Vereine, die in Nordrhein-Westfalen ansässig sind."
https://www.sueddeutsche.de/bayern/kuhglocken-prozess-oberbayern-holzkirchen-1.4404000,"Wed, 10 Apr 2019 07:56:34 GMT",Prozess: Kuhglocken in Holzkirchen dürfen weiter bimmeln,Das Oberlandesgericht München hat die Klage eines Mannes zurückgewiesen. Er und seine Ehefrau fühlen sich von den  Kühen ihrer Nachbarin gestört und sind bereits mehrere Male vor Gericht gescheitert.
https://www.sueddeutsche.de/sport/dirk-nowitzki-ruecktritt-reaktionen-1.4403999,"Wed, 10 Apr 2019 07:54:30 GMT","Reaktionen zu Nowitzkis Rücktritt: ""Er wird die größte Statue aller Zeiten bekommen""",Mavericks-Besitzer Mark Cuban kündigt ein Bauvorhaben in Dallas an. Detlef Schrempf adelt den Menschen Dirk Nowitzki. Die Reaktionen zum Rücktritt.
https://www.sueddeutsche.de/panorama/brasilien-rio-de-janeiro-unwetter-regen-schlamm-1.4404021,"Wed, 10 Apr 2019 07:53:25 GMT",Unwetter in Brasilien: Mindestens zehn Menschen sterben bei Starkregen in Rio de Janeiro,Die brasilianische Stadt wird von dem schwersten Unwetter seit mehr als 20 Jahren getroffen. Mehrere Menschen kommen durch Schlammlawinen ums Leben.
https://www.sueddeutsche.de/muenchen/gleichberechtigung-haushalt-ausgaben-1.4402890,"Wed, 10 Apr 2019 07:49:24 GMT",München: Stadt will Geld nach Gender-Kriterien gerechter ausgeben,"Doch dass Männer und Frauen gleichermaßen von Ausgaben profitieren, ist kompliziert. Und könnte laut Kämmerer ""noch Jahre dauern""."
