link,published,title,detailed
https://www.sueddeutsche.de/panorama/usa-bildung-elite-schummeln-skandal-ungleichheit-1.4402507,"Tue, 09 Apr 2019 14:36:20 GMT","Bildungssystem: In den USA zählt nicht Begabung, sondern Geld",Der Skandal um Schummeleien beim Zugang zu Elite-Unis weist auf ein viel breiteres Problem: die groteske Ungleichheit bei den Bildungschanchen.
https://www.sueddeutsche.de/politik/grundsteuer-bundesregierung-1.4403281,"Tue, 09 Apr 2019 14:34:52 GMT",Fehlende Öffnungsklausel: Söder lehnt Gesetzentwurf zur Grundsteuerreform ab,"""Das wird so nicht Gesetz werden"", sagt Bayerns Ministerpräsident zum Vorschlag von Finanzminister Scholz. Der hat eine zentrale Forderung der CSU wissentlich ignoriert.
"
https://www.sueddeutsche.de/sport/augsburg-baum-lehmann-schmidt-1.4403543,"Tue, 09 Apr 2019 14:34:13 GMT",Bundesliga: FC Augsburg trennt sich von Baum und Lehmann,Der Trainer und sein Assistent müssen beim kriselnden Bundesligisten gehen - wie auch der Technische Direktor Stephan Schwarz. Künftig soll Martin Schmidt das Team trainieren.
https://www.sueddeutsche.de/sport/hannover-heldt-trennung-1.4403072,"Tue, 09 Apr 2019 14:33:02 GMT",Hannover 96 in der Bundesliga: Rauswurf der besonders krachenden Art,Der Bundesligist aus Niedersachsen trennt sich mit deutlichen Worten von Manager Heldt. Als Nachfolger werden prominente Namen gehandelt - bis hin zum Gladbacher Trainer Hecking.
https://www.sueddeutsche.de/karriere/koechinnen-new-york-1.4401608,"Tue, 09 Apr 2019 14:16:36 GMT",Gastronomie: So führt eine neue Generation Küchenchefinnen in New York,Die weiblichen Küchenchefs stellen die Szene und ihre alten Hierarchien infrage. Und auf den Kopf. Denn #MeToo hat auch vor den New Yorker Restaurant-Imperien nicht Halt gemacht. 
https://www.sueddeutsche.de/politik/israel-parlamentswahl-netanjahu-1.4401100,"Tue, 09 Apr 2019 14:05:01 GMT",Parlamentswahl in Israel: Netanjahu muss um seine Mehrheit bangen,Im ehemaligen Generalstabschef Gantz steht dem israelischen Premierminister zum ersten Mal ein ernstzunehmender Konkurrent gegenüber.
https://www.sueddeutsche.de/muenchen/rezepte-spargelkochen-wie-die-profis-1.4403292,"Tue, 09 Apr 2019 13:54:05 GMT",Rezepte: Spargelkochen wie die Profis,"Ob klassisch mit Sauce hollandaise, als Ragout oder als Speiseeis - die empfindliche Köstlichkeit ist wunderbar vielseitig."
https://www.sueddeutsche.de/muenchen/ebersberg/bombenalarm-vaterstetten-birkenweg-evakuierung-1.4403282,"Tue, 09 Apr 2019 13:49:09 GMT",Einsatz: Bombenfund in Vaterstetten,"Noch ist nicht geklärt, um welche Bombe es sich handeln könnte und welche Gefahr von ihr ausgeht. Die Evakuierungen laufen."
https://www.sueddeutsche.de/muenchen/starnberg/luxus-hotel-starnberg-1.4401177,"Tue, 09 Apr 2019 13:38:28 GMT",Fremdenverkehr: Hotels im Fünfseenland: Wie viel Luxus verträgt die Region noch?,Die Tourismus-Gesellschaft hält noch ein bis zwei neue erstklassige Häuser direkt an Starnberger See oder Ammersee für möglich. Fünf Vier-Sterne-Hotels gibt es bereits. 
https://www.sueddeutsche.de/wissen/klimawandel-alpen-gletscher-1.4403136,"Tue, 09 Apr 2019 13:34:14 GMT",Klimawandel: Alpengletscher könnten bis zum Jahr 2100 verschwinden,Die heimischen Gletscher könnten in den nächsten Jahrzehnten komplett abschmelzen. Das ergeben einer neuen Studie zufolge sogar die optimistischen Prognosen.
https://www.sueddeutsche.de/politik/wahl-israel-netanjahu-kameras-1.4402948,"Tue, 09 Apr 2019 13:32:39 GMT",Wahl in Israel: Likud schickt Mitglieder mit Kameras in die Wahllokale,Netanjahus Partei stattet mehr als 1200 Menschen mit Kameras aus. Sie rechtfertigt das mit Bedenken wegen Betrugs. Der Ministerpräsident verteidigt das Vorgehen.
https://www.sueddeutsche.de/politik/brexit-gipfel-may-barnier-leadsom-1.4402776,"Tue, 09 Apr 2019 13:26:48 GMT",Brexit: May sucht Unterstützer für Fristverlängerung,Die britische Premierministerin wirbt am Tag vor dem EU-Sondergipfel erst bei der Kanzlerin und dann beim französischen Präsidenten für einen Brexit-Aufschub. 
https://www.sueddeutsche.de/wirtschaft/iwf-weltwirtschaft-wachstum-krise-1.4402794,"Tue, 09 Apr 2019 13:00:40 GMT",Konjunkturbericht: IWF trifft drastische Prognose für die Weltwirtschaft,"Zum dritten Mal korrigiert der Internationale Währungsfonds seine Vorhersagen nach unten und spricht von einem ""heiklen Moment"". Besonders hart könnte es für Deutschland werden."
https://www.sueddeutsche.de/kultur/siri-hustvedt-damals-eine-frau-schaut-auf-maenner-die-auf-frauen-schauen-rezension-1.4399529,"Tue, 09 Apr 2019 12:52:47 GMT",Bücher von Siri Hustvedt: Wie sehr ist unser Körper an das eigene Ich gebunden?,Das fragt die Schriftstellerin Siri Hustvedt in zwei neuen Büchern - und sucht dabei tief in sich selbst.
https://www.sueddeutsche.de/sport/draisaitl-eishockey-nhl-1.4401122,"Tue, 09 Apr 2019 12:50:51 GMT",NHL: Draisaitl gehört nun zum höchsten Eishockey-Adel,Das gab's noch nie: Nationalstürmer Leon Draisaitl schießt in der NHL so viele Tore wie kein Deutscher vor ihm - trotzdem ärgert sich sein Klub vor den Playoffs.
