link,published,title,detailed
https://www.sueddeutsche.de/muenchen/wolfratshausen/wolfratshauser-attraktion-nicht-jedem-lieb-aber-teuer-1.4409206,"Sun, 14 Apr 2019 13:54:24 GMT","Wolfratshauser Attraktion: Nicht jedem lieb, aber teuer",Der Wolfratshauser Stadtrat will die Floßrutsche am Kastenmühlwehr ertüchtigen - obwohl die Flößer sie gar nicht wollen.
https://www.sueddeutsche.de/wirtschaft/refurbishment-unternehmen-gebrauchte-produkte-1.4407923,"Sun, 14 Apr 2019 13:51:24 GMT",Erneuerung gebrauchter Produkte: So gut wie neu,"Gebrauchte Produkte aufzuarbeiten, liegt im Trend. Firmen verdienen damit inzwischen Geld, doch etablierte Konzerne halten dagegen."
https://www.sueddeutsche.de/muenchen/starnberg/-jaehriger-verursacht-unfall-in-berg-ohne-fuehrerschein-aber-mit-alkohol-am-steuer-1.4409448,"Sun, 14 Apr 2019 13:49:59 GMT","17-Jähriger verursacht Unfall in Berg: Ohne Führerschein, aber mit Alkohol am Steuer",
https://www.sueddeutsche.de/politik/sudan-algerien-libyen-nordafrika-gefahr-1.4409798,"Sun, 14 Apr 2019 13:46:40 GMT","Libyen, Sudan, Algerien: In Nordafrika wachsen die Risiken rasant","Den Herrschern, die im Sudan und in Algerien zurückgetreten sind, wird kaum einer nachtrauern. Doch die Gefahr wächst, dass es in Nordafrika zu neuem Chaos kommt."
https://www.sueddeutsche.de/sport/bundesliga-hertha-hoffenheim-rueckrunde-1.4409848,"Sun, 14 Apr 2019 13:32:23 GMT",Bundesliga: Hoffenheim verschärft Herthas Krise,Die Berliner haben nun fünf Spiele in Folge verloren und befeuern damit die Gerüchte um einen Abschied Pal Dardais zum Saisonende.
https://www.sueddeutsche.de/medien/willkommen-oesterreich-orf-maschek-strache-fpoe-piepton-1.4409512,"Sun, 14 Apr 2019 13:26:05 GMT","""Willkommen Österreich"" im ORF: Satire wird zum Drahtseilakt","""Vom Neonazi zum Sportminister - eine typisch österreichische Karriere"": Warum der ORF ein Stück über Vizekanzler Strache aus dem Programm nahm."
https://www.sueddeutsche.de/sport/bundesliga-tabelle-keller-absteiger-kandidaten-1.4408895,"Sun, 14 Apr 2019 13:24:17 GMT",Bundesliga: Nur Masochisten freuen sich auf diese Kellerduelle,"Der Abstiegskampf ist kein Schneckenrennen, das würde Schnecken beleidigen. Die Spiele sind nur schwer erträglich - und haben etwas von Katastrophentourismus."
https://www.sueddeutsche.de/muenchen/drogenrazzia-heart-kokain-1.4409473,"Sun, 14 Apr 2019 13:09:03 GMT","Drogenrazzia: 160 Polizisten durchsuchen Club ""Heart""","Es habe Hinweise auf Drogendelikte gegeben, teilt die Polizei mit. Viel konnten die Beamten jedoch nicht finden."
https://www.sueddeutsche.de/muenchen/punk-dachau-musik-1.4408004,"Sun, 14 Apr 2019 12:52:28 GMT",Subkultur: Punk ist tot? Nicht in Dachau,"An nur noch wenigen Orten in München und Umgebung wird Punk gelebt. Der ""Freiraum"" in Dachau ist da eine Ausnahme. Eindrücke von einem Ort, an dem es noch wild zugeht."
https://www.sueddeutsche.de/muenchen/glosse-mietmarkt-urlaub-untervermieten-1.4408211,"Sun, 14 Apr 2019 12:49:49 GMT",Null Acht Neun: Reich in den Urlaub,Über den kaputten Mietmarkt und geldgierige Immobilienhaie schimpft der Münchner gerne. Bis der Urlaub ansteht und die eigene Bleibe untervermietet werden muss.
https://www.sueddeutsche.de/muenchen/freibad-saison-umsonst-preise-1.4408217,"Sun, 14 Apr 2019 12:49:31 GMT",Münchner Freibäder: Kinder und Jugendliche baden in diesem Sommer gratis,"Eine Saison auf Probe: Wer jünger als 18 ist, kann ab Mai umsonst ins Freibad. Für alle anderen bleiben die Eintrittspreise unverändert. "
https://www.sueddeutsche.de/muenchen/autobahn-durchs-isental-eine-schneise-aus-beton-1.4409484,"Sun, 14 Apr 2019 12:47:51 GMT",Autobahn durchs Isental: Eine Schneise aus Beton,"Seit den Siebzigerjahren haben die Gegner entlang der Trasse versucht, den Ausbau der A 94 zu verhindern. Nun sind die Bauarbeiten sind weit fortgeschritten.
"
https://www.sueddeutsche.de/muenchen/protest-gegen-den-ausbau-eine-sauerei-1.4409488,"Sun, 14 Apr 2019 12:36:48 GMT","Protest gegen den Ausbau: ""Eine Sauerei""",Über Jahrzehnte leisteten Bürgerinitiativen Widerstand gegen den Bau - am Ende ohne Erfolg.
https://www.sueddeutsche.de/muenchen/isental-wie-sich-feuerwehren-auf-einsaetze-auf-der-a-vorbereiten-1.4409486,"Sun, 14 Apr 2019 12:36:43 GMT",Isental: Wie sich Feuerwehren auf Einsätze auf der A 94 vorbereiten,Wie sich die Freiwilligen Feuerwehren und Rettungsdienste auf künftige Einsätze auf der Autobahn vorbereiten
https://www.sueddeutsche.de/muenchen/zwischennutzung-jugendliche-siemens-areal-1.4409518,"Sun, 14 Apr 2019 12:22:06 GMT","Zwischennutzung: ""Ich habe Angst, dass wir nur die Jugendlichen bleiben, die es versuchen""","Antonia Richter und Leopold Waldstein, beide 17 Jahre alt, verwandeln ein ehemaliges Werksgelände in ein Kunstareal. "
