link,published,title,detailed
https://www.faz.net/aktuell/finanzen/meine-finanzen/vorsorgen-fuer-das-alter/altersvorsorge-auch-der-vermoegensabbau-will-durchdacht-sein-16122552.html,"Wed, 03 Apr 2019 15:10:38 +0200",Altersvorsorge: Auch der Vermögensabbau will durchdacht sein,"Wer aus dem Vollen schöpfen kann, muss sich keine Sorgen machen - stimmt so nicht.Geht es um Altersvorsorge, steht vor allem der Aufbau von Vermögen im Vordergrund. Doch auch wenn es einfach scheint, ein Vermögen auszugeben, im Fall der Altersvorsorge ist es etwas anderes."
https://www.faz.net/aktuell/finanzen/meine-finanzen/geld-ausgeben/smartwatch-vergleich-welche-fitnessuhr-ist-die-beste-16104994.html,"Wed, 03 Apr 2019 14:05:31 +0200",Welche Fitnessuhr ist die beste?,Im Gegensatz zu manchem Konkurrenten wirkt die Fitbit Versa dank ihrer schlichten Form hochwertig und fast schon elegant.Ob beim Spazierengehen oder Schwimmen: Smarte Armbanduhren messen jede Regung und Reaktion des Körpers. Manchmal liegen sie aber ziemlich daneben.
https://www.faz.net/aktuell/finanzen/meine-finanzen/das-grosse-shoppen/nachhaltig-einkaufen-manche-oekosiegel-fuehren-in-die-irre-16116390.html,"Wed, 03 Apr 2019 11:42:08 +0200",Das große Shoppen: Einkaufen mit gutem Gewissen,"Ohne Plastikverpackung sieht das Gemüse viel appetitlicher aus.Gurken ohne Plastik, Shampoo ohne Silikon: Umweltschonend einkaufen ist gar nicht schwer. Manche Ökosiegel führen allerdings in die Irre."
https://www.faz.net/aktuell/finanzen/meine-finanzen/vorsorgen-fuer-das-alter/altersvorsorge-rentencockpit-koennte-schon-2020-kommen-16121412.html,"Wed, 03 Apr 2019 09:32:24 +0200",Altersvorsorge: Rentencockpit könnte schon 2020 kommen,"Hoffentlich sieht das „Rentencockpit“ am Ende nicht ähnlich kompliziert aus.Ein staatliches Internet-Portal, auf dem die Bürger ihre Altersvorsorgeansprüche jederzeit einsehen können, rückt immer näher. 2020 schon könnte es losgehen."
https://www.faz.net/aktuell/finanzen/meine-finanzen/sparen-und-geld-anlegen/edelsteine-als-anlagemetier-und-ewig-funkeln-die-diamanten-16120946.html,"Wed, 03 Apr 2019 06:44:17 +0200",Edelsteine als Anlagemetier: Und ewig funkeln die Diamanten,Nicht nur der Oscar glänzt: Lady Gaga mit großem Klunker auf der Oscar-Verleihung.Die Nachfrage nach den erlesenen Edelsteinen steigt wieder. Vor allem Amerikaner und Chinesen zeigen sich interessiert. Ein einfaches Anlagemetier sind Diamanten aber nicht.
https://www.faz.net/aktuell/finanzen/finanzmarkt/finanzmaerkte-hoffen-auf-baldiges-ende-des-handelsstreits-16121977.html,"Wed, 03 Apr 2019 08:10:38 +0200",Finanzmärkte hoffen auf baldiges Ende des Handelsstreits,"Blick auf die Dax-Tafel an der Frankfurter BörseFindet der transpazifische Handelskonflikt ein versöhnliches Ende? Das, was Börsianer in aller Welt seit Wochen hoffen, scheint am Mittwoch in greifbare Nähe gerückt."
https://www.faz.net/aktuell/finanzen/meine-finanzen/sparen-und-geld-anlegen/farbedelsteinfonds-rubine-und-saphire-statt-zinsen-16121193.html,"Wed, 03 Apr 2019 07:32:34 +0200",Farbedelsteinfonds: Rubine und Saphire statt Zinsen,Zumindest für Anleger ein Traum: der in Sambia entdeckte „Löwen-Smaragd“ mit 5655 KaratSeit 1995 haben Edelsteine jährlich einen durchschnittlichen Wertzuwachs von 8 Prozent verzeichnet. Nun wirbt der erste Farbedelsteinfonds um Anleger.
https://www.faz.net/aktuell/finanzen/wie-die-deutsche-bank-federn-im-investmentbanking-laesst-16121379.html,"Wed, 03 Apr 2019 07:13:18 +0200",Wie die Deutsche Bank Federn im Investmentbanking lässt,Die beiden Türme der Deutsche Bank AG in Frankfurt.Die Erträge der Investmentbanken brechen in Europa um ein Drittel ein. Doch trotz der Risiken kann eine Fusion der Deutschen Bank mit der Commerzbank durchaus sinnvoll sein.
https://www.faz.net/aktuell/finanzen/finanzmarkt/slack-will-an-die-new-york-stock-exchange-16120937.html,"Tue, 02 Apr 2019 15:46:07 +0200",Slack will an die New York Stock Exchange,48662401Der Bürokommunikationsdienst Slack hat sich die größte Börse für ein Listing seiner Aktien ausgesucht: die New York Stock Exchange.
